Code;Title
SCSUD_FINANCINGEXP;Substance use disorders service coverage, information on governmental expenditures
SCSUD_FINANCINGPROGRESS;Substance use disorders service coverage, financing progress
SCSUD_FINANCINGSUPPORT;Substance use disorders service coverage, information on governmental support available
SCSUD_GOVGUIDELINES;Substance use disorders service coverage, national guidelines
SCSUD_GOVPAL;Substance use disorders service coverage, availability of policy, action plan and legislation
SCSUD_GOVPROGRESS;Substance use disorders service coverage, governance progress
SCSUD_HEALTHINFOPROGRESS;Substance use disorders service coverage, health information system progress
SCSUD_HWFAVAILABILITY;Substance use disorders service coverage, availability and quantity of specialized human workforce
SCSUD_HWFDEV;Substance use disorders service coverage, health workforce access to professional development and education
SCSUD_HWFPROGRESS;Substance use disorders service coverage, health workforce progress
SCSUD_HWFSUPPORT;Substance use disorders service coverage, system of ongoing support for health workforce
SCSUD_MEDACCESSPROGRESS;Substance use disorders service coverage, access to medicine progress
SCSUD_MEDBIS;Substance use disorders service coverage, medicine included in basic insurance package
SCSUD_MEDDF;Substance use disorders service coverage, medicine included in drug formulary
SCSUD_MEDNTG;Substance use disorders service coverage, medicine included into official manual/ national treatment guidelines
SCSUD_MEDNUM;Substance use disorders service coverage, medicine quantitative data on the number of prescriptions/sales is available
SCSUD_MEDPUBLIC;Substance use disorders service coverage, medicine provided for free in public health care
SCSUD_MEDREG;Substance use disorders service coverage, medicine registered in the country
SCSUD_NSS;Substance use disorders service coverage, non-structured services
SCSUD_NSSPROGRESS;Substance use disorders service coverage, non-structured services progress
SCSUD_PHARM;Substance use disorders service coverage, pharmacological treatment services
SCSUD_PHARMPROGRESS;Substance use disorders service coverage, pharmacological treatment services progress
SCSUD_PSYCH;Substance use disorders service coverage, psychosocial treatment services
SCSUD_PSYCHPROGRESS;Substance use disorders service coverage, psychosocial treatment services progress
SCSUD_REHAB;Substance use disorders service coverage, rehabilitation programmes
SCSUD_REHABPROGRESS;Substance use disorders service coverage, rehabilitation programmes progress
SCSUD_SBI;Substance use disorders service coverage, screening and brief interventions
SCSUD_SBIPROGRESS;Substance use disorders service coverage, screening and brief interventions progress
SCSUD_STS;Substance use disorders service coverage, specialized treatment services
SCSUD_STSPROGRESS;Substance use disorders service coverage, specialized treatment services progress
SDG_SH_DTH_RNCOM;Number of deaths attributed to non-communicable diseases, by type of disease and sex
SDG_SH_STA_SCIDEN;Number of suicide deaths
SDGAIRBOD;Ambient and household air pollution attributable death rate (per 100 000 population)
SDGAIRBODA;Household and ambient air pollution attributable death rate (per 100 000 population, age-standardized)
SDGCODCOMPLETENESS;Completeness of cause-of-death data (%)
SDGCONFLICT;Estimated direct deaths from major conflicts (per 100 000 population)
SDGDISASTER;Average death rate due to natural disasters (per 100 000 population)
SDGFPALL;Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%)
SDGHEALTHFACILITIESESSENTIALMEDS;Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis
SDGHEPHBSAGPRV;Hepatitis B surface antigen (HBsAg) prevalence (%)
SDGHIV;New HIV infections (per 1000 uninfected population)
SDGHIV1524;New HIV infections among adults 15-24 years old (per 1000 uninfected population)
SDGHPVRECEIVED;HPV immunization coverage estimates among primary target cohort (9-14 years old girls) (%)
SDGIHR;Average of 13 International Health Regulations core capacity scores, 1st version of the questionnaire
SDGIHR2018;Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition
SDGIHR2021;Average of 15 International Health Regulations core capacity scores, SPAR version, 2nd edition
SDGIPV;See SDGIPVLT and SDGIPV12M
SDGIPV12M;Proportion of ever-partnered women and girls aged 15 years or older subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months
SDGIPVLT;Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime
SDGMALARIA;Malaria incidence (per 1 000 population at risk)
SDGNTDTREATMENT;Reported number of people requiring interventions against NTDs
SDGODA;Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient
SDGODA01;Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country
SDGODA02;Official development assistance for medical research and basic health sectors as a percentage of GNI (%), by donor country
SDGODAWS;Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2023 US$ millions)
SDGOOP;Out-of-pocket expenditure as a percentage of total expenditure on health (see GHED_OOPSCHE_SHA2011) (void SDGOOP)
SDGPM25;Concentrations of fine particulate matter (PM2.5)
SDGPOISON;Mortality rate attributed to unintentional poisoning (per 100 000 population)
SDGROADAGE;Age-standardized road traffic  mortality (per 100 000 population)
SDGSHP;Skilled health professionals density (per 10 000 population)
SDGSUICIDE;Crude suicide rates (per 100 000 population)
SDGTOBACCO;Prevalence of current tobacco use among persons aged 15 years and older (age-standardized)
SDGWSHBOD;Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)
SE_DEV_ONTRK;Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)
SE_G23_MATH;Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%)
SE_G23_RDG;Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%)
SE_LSC_MATH;Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%)
SE_LSC_RDNG;Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%)
SE_PRE_PARTN;Participation rate in organized learning (one year before the official primary entry age) (%)
SE_PRM_MATH;Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%)
SE_PRM_PRSL_ZS;Persistence to last grade of primary (% of cohort)
SE_PRM_RDNG;Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%)
sevwast5;see NUTSEVWASTINGPREV
SG_DMK_SRCR_FN_ZS;Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (%)
SG_REG_BRTH;Proportion of children under 5 years of age whose births have been registered with a civil authority
SG_REG_CENSUS;Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)
SG_REG_CENSUSN;Number of countries that have conducted at least one population and housing census in the last 10 years
SH_STA_FGMS;Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%)
SHS_1;Percentage of children under 15 years exposed to second-hand smoke
SHS_10;Second-hand smoke attributable DALYs ('000) in children under 5 years
SHS_11;Second-hand smoke  attributable DALYs per 100'000 children under 5 years
SHS_2;Percentage of women (15+ years) exposed to second-hand smoke
SHS_3;Percentage of men (15+ years) exposed to second-hand smoke
SHS_4;Second-hand smoke attributable deaths
SHS_5;Second-hand smoke attributable DALYs ('000)
SHS_6;Second-hand smoke attributable deaths per 100'000 capita
SHS_7;Second-hand smoke attributable DALYs per 100'000 capita
SHS_8;Second-hand smoke attributable deaths ('000) in children under 5 years
SHS_9;Second-hand smoke  attributable deaths per 100'000 children under 5 years
SI_POV_DAY1;Proportion of population below the international poverty line of US$1.90 per day (%)
SI_POV_EMP1;Employed population below the international poverty line of US$1.90 per day (the working poor) (%)
SP_DYN_MRBF15;Proportion of women aged 20-24 years who were married or in a union by age 15 (%)
SP_DYN_MRBF18;Proportion of women aged 20-24 years who were married or in a union by age 18 (%)
SRH_ABORTION_RATE;Abortion rate (model-estimated)
SRH_PREGNANCY_UNINTENDED_RATE;Unintended pregnancy rate (model-estimated)
SRHINSTITUTIONALBIRTH;Proportion of births delivered in a health facility (Facility births) (%)
STI_CHLAMYDIA_CASES_NUM;Reported cases of chlamydia (number)
STI_CHLAMYDIA_INCIDENCE_PER1000;Incident cases of chlamydia in individuals (per 1000)
STI_CHLAMYDIA_INCIDENTCASES;Incident cases of chlamydia in individuals (in thousands)
STI_CHLAMYDIA_PREVALENCE_PER100;Prevalence of chlamydia in individuals (%)
STI_CHLAMYDIA_PREVALENTCASES;Prevalent cases of chlamydia in individuals (in thousands)
STI_GONORRHEA_CASES_NUM;Reported cases of gonorrhea (number)
STI_GONORRHOEA_INCIDENCE_PER1000;Incident cases of gonorrhoea in individuals (per 1000)
STI_GONORRHOEA_INCIDENTCASES;Incident cases of gonorrhoea in individuals (in thousands)
STI_GONORRHOEA_PREVALENCE_PER100;Prevalence of gonorrhoea in individuals (%)
STI_GONORRHOEA_PREVALENTCASES;Prevalent cases of gonorrhoea in individuals (in thousands)
STI_SYPHILIS_CASES_NUM;Reported cases of syphilis (number)
STI_SYPHILIS_INCIDENCE_PER1000;Incident rate of active syphilis (per 1000)
STI_SYPHILIS_INCIDENTCASES;Incident cases of active syphilis in 15-49 year olds (in thousands)
STI_SYPHILIS_PREVALENCE_PER100;Prevalence of active syphilis in 15-49 year olds (%)
STI_SYPHILIS_PREVALENTCASES;Prevalent cases of active syphilis (in thousands)
STI_TRICHOMONIASIS_INCIDENCE_PER1000;Incident cases of trichomoniasis in individuals (per 1000)
STI_TRICHOMONIASIS_INCIDENTCASES;Incident cases of trichomoniasis in individuals (in thousands)
STI_TRICHOMONIASIS_PREVALENCE_PER100;Prevalence of trichomoniasis in individuals (%)
STI_TRICHOMONIASIS_PREVALENTCASES;Prevalent cases of trichomoniasis in individuals (in thousands)
STI_URETHRAL_CASES_NUM;Reported cases of urethral discharge among men (number)
stunt3;see NUTSTUNTINGPREV
stunt5;see NUTSTUNTINGPREV
SUD_SERVICECAPACITYINDEX;Service Capacity Index for Substance Use Disorders (SCI-SUD)
SUD_TREATMENTSERVICES_COVERAGE;Contact coverage of treatment services for substance use disorders (%)
SUNBEDEXIST;Existence of national regulation
SUNBEDEXISTSUBNATIONAL;Existence of subnational regulation
SUNBEDEXISTYEAR;Year of national implementation of regulation
SUNBEDREG_ACCESS;Access restrictions
SUNBEDREG_CONTROL;Restriction and inspection of facilities
SUNBEDREG_INFO;Information requirements
SUNBEDREG_SAFETY;Safety requirements
SUNBEDREG_TRAINING;Training requirements
SW_CONDOMUSE_PERCENT;Sex workers: Condom use (percent)
SW_PSE_NUM;Sex workers: Population size estimate (number)
SW_SYPHILISPREV_PERCENT;Sex workers: Syphilis prevalence (percent)
TAXBEV_ABV;Alcohol content in beverage in percent of volume, (alcohol by volume) (ABV %)
TAXBEV_ADVALOREMBASE;Base for ad valorem excise tax on beverage
TAXBEV_AFFORD_GDP;GDP per capita to purchase a volume of beverage (%)
TAXBEV_AFFORD_LESS;Beverage has become less affordable since last survey year
TAXBEV_ALCOHOLBASEDTIERED;If tiered on the beverage, the tiers are alcohol-based
TAXBEV_ALCOHOLSALESTATUS;Status of alcohol sale
TAXBEV_EARMARKEDEXCISETAX;Use of earmarked excise tax on beverages
TAXBEV_EXCISE;Excise taxes on beverages (%)
TAXBEV_EXCISE_APPLIED_YN;Excise taxes are applied on beverages
TAXBEV_EXCISE_AUTOADJUST;Automatic adjustment of specific excise on beverage
TAXBEV_EXCISE_TYPE;Type of excise tax applied on beverage
TAXBEV_EXCISE_UNIFORMTIERED_ALCOHOLIC;Uniform or tiered excise tax system applied on alcoholic beverage
TAXBEV_EXCISE_UNIFORMTIERED_NONALCOHOLIC;Uniform or tiered excise tax system applied on non-alcoholic beverage
TAXBEV_IMPORTDUTIES;Import duties on beverages (%)
TAXBEV_MINSPECEXCISETAX;Minimum specific excise tax applied on the beverage
TAXBEV_MOSTSOLDSPIRIT;Most sold type of spirit
TAXBEV_OTHERTAXES;Other taxes on beverages (%)
TAXBEV_PRICE;Beverage price
TAXBEV_SUGARBASEDTIERED;If tiered on the beverage, the tiers are sugar-content-based
TAXBEV_SUGARCONTENT;Sugar-content of beverage (g/100ml)
TAXBEV_TOTALTAXES;Total taxes on beverages (%)
TAXBEV_VATSALES;Value-added/sales tax on beverages (%)
TAXBEV_VATSPECIAL_LOHI;Special VAT is lower or higher than standard VAT
TAXBEV_VATSPECIAL_YN;Special VAT (or sales tax) rate on non-alcoholic beverages (different from the standard VAT rate)
TB_1;Tuberculosis treatment coverage
TB_c_dst_rlt_new_pct;New cases tested for RR-/MDR-TB (%)
TB_c_dst_rlt_ret_pct;Previously treated cases tested for RR-/MDR-TB (%)
TB_c_lab_cul_5m;Laboratories providing tuberculosis diagnostic services using culture (per 5 million population)
TB_c_lab_dst_5m;Laboratories providing drug susceptibility testing (DST) (per 5 million population)
TB_c_lab_sm_100k;Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population)
TB_c_mdr_tsr;Treatment success rate for patients treated for MDR-TB (%)
TB_c_mdr_tx;Cases started on MDR-TB treatment
TB_c_new_snep_tsr;Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases
TB_c_new_tsr;Treatment success rate: new TB cases
TB_c_newinc;Tuberculosis - new and relapse cases
TB_c_notified;Total number of notified TB cases
TB_c_ret_tsr;Treatment success rate: previously treated TB cases
TB_c_tbhiv_tsr;Treatment success rate: HIV-positive TB cases
TB_c_xdr_tsr;Treatment success rate: XDR-TB cases
TB_cc_prct;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB.
TB_cc_prct_DRTB;Percentage of TB-affected households facing costs >20% of household income or expenditure due to DR-TB.
TB_cc_prct_DSTB;Percentage of TB-affected households facing costs >20% of household income or expenditure due to DS-TB.
TB_cc_prct_Q1;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q1 (lowest) income or expenditure quantile.
TB_cc_prct_Q2;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q2 income or expenditure quantile.
TB_cc_prct_Q3;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q3 income or expenditure quantile.
TB_cc_prct_Q4;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q4 income or expenditure quantile.
TB_cc_prct_Q5;Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q5 (highest) income or expenditure quantile.
TB_conf_mdr_tx_pct;Confirmed cases of MDR-TB started treatment for MDR-TB (%)
TB_drs_rr_prct;Prevalence of rifampicin resistance among pulmonary TB cases.
TB_e_inc_num;Number of incident tuberculosis cases
TB_e_inc_num_014;Number of incident tuberculosis cases in children aged 0 - 14
TB_e_inc_rr_num;Estimated number of MDR/RR-TB incident cases
TB_e_inc_tbhiv_100k;Incidence of tuberculosis (per 100 000 population) (HIV-positive cases)
TB_e_inc_tbhiv_num;Number of incident tuberculosis cases,  (HIV-positive cases)
TB_e_mdr_num;Estimated MDR-TB cases among notified pulmonary TB cases
TB_e_mort_exc_tbhiv_num;Number of deaths due to tuberculosis, excluding HIV
TB_e_prev_num;Number of prevalent tuberculosis cases
TB_effective_treatment_coverage;Tuberculosis effective treatment coverage (%)
TB_hiv_art_pct;HIV-positive TB patients on ART (antiretroviral therapy) (%)
TB_hiv_cpt_pct;HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%)
TB_hivtest_pct;TB patients with known HIV status (%)
TB_hivtest_pos_pct;Tested TB patients HIV-positive (%)
TB_mdr;Confirmed cases of MDR-TB
TB_new_clindx;New or unknown treatment history cases: Pulmonary, clinically diagnosed
TB_new_ep;New cases: extrapulmonary
TB_new_labconf;New or unknown treatment history cases: Pulmonary, bacteriologically confirmed
TB_new_oth;New cases: other
TB_new_sn;New cases: pulmonary smear-negative
TB_new_snsuoth;New cases: Pulmonary, smear-negative/unknown/not done and other new cases
TB_new_snuoth;TB_new_snuoth
TB_new_sp;New cases: Pulmonary, smear-positive
TB_new_su;New cases: pulmonary smear unknown/not done
TB_newret_oth;Treatment history unknown
TB_notif_num;Number of people notified with new episode of TB in a given year
TB_notif_num_agesex;Number of people diagnosed with new episode TB who by age group and sex.
TB_notif_num_labconf;Number of people diagnosed with new episode of pulmonary TB who are bacteriologically confirmed.
TB_notif_num_newrel_clindx;Number of people diagnosed with new episode of pulmonary TB who are clinically diagnosed.
TB_notif_num_newrel_ep;Number of people diagnosed with new episode of pulmonary TB who have extrapulmonary TB.
TB_Notification_agesex_num;The number of new and relapse cases of tuberculosis detected in a given year by age and sex
TB_ps_prev_bc_100k;Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population
TB_ps_prev_bc_100k_byagegroup;Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by age group
TB_ps_prev_bc_100k_byagegroup_sp;Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population by age group
TB_ps_prev_bc_100k_bysex;Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by sex.
TB_ps_prev_bc_100k_bysex_sp;Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population by sex.
TB_ps_prev_bc_100k_sp;Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population
TB_rdst_num;The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients.
TB_rdst_num_prct;The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients expressed as percentage.
TB_ret_nrel;Previously treated  cases, excluding relapse
TB_ret_oth;Retreatment cases: other
TB_ret_rel;Relapse cases (pre-2013 definition)
TB_ret_rel_clindx;Relapse cases: Pulmonary, clinically diagnosed
TB_ret_rel_ep;Relapse cases: extrapulmonary
TB_ret_rel_labconf;Relapse cases: Pulmonary, bacteriologically confirmed
TB_ret_tad;Retreatment cases: treatment after default (pulmonary smear and/or culture positive)
TB_ret_taf;Retreatment cases: treatment after failure (pulmonary smear and/or culture positive)
TB_rr_mdr;Confirmed cases of RR-/MDR-TB
TB_sb;Standards and benchmarks for TB and vital registration system surveillance
TB_sldst_avail;Second-line drug susceptibility testing (DST) available
TB_tot_newrel;Tuberculosis - new and relapse cases (TB_c_newinc)
TB_treatment_coverage;xxx
tfr;Total fertility rate (births per woman)
TG_CONDOMUSE_PERCENT;Transgender: Condom use (percent)
TG_PSE_NUM;Transgender: Population size estimate (number)
TG_SYPHILISPREV_PERCENT;Transgender: Syphilis prevalence (percent)
TOB_R_PRICE;Retail price for tobacco and nicotine products
TOBACCO_0000000192;Prevalence of smoking any tobacco product among persons aged >= 15 years
TOBACCO_0000000209;Fines for violations
TOBACCO_0000000210;Fines on the establishment
TOBACCO_0000000211;Fines on the patron
TOBACCO_0000000212;Dedicated funds for enforcement
TOBACCO_0000000213;Citizen complaints and investigations
TOBACCO_0000000342;Daily users of any smokeless tobacco product (crude rate)
TOBACCO_0000000344;Prevalence of current tobacco use among adolescents aged 13-15 years
TOBACCO_0000000345;Current smokers of cigarettes (youth rate)
TOBACCO_0000000346;Exposure to smoke at home
TOBACCO_0000000347;Exposure to smoke outside home
TOBACCO_0000000361;Access to a toll-free quit line (please see O_Quitline)
TOBACCO_0000000362;Smoking cessation support is available in hospitals (see O_Avail_hosp)
TOBACCO_0000000363;Smoking cessation support is available in health clinics or other primary care facilities (see O_Avail_hlth_clin)
TOBACCO_0000000364;Smoking cessation support is available in offices of health professionals (see O_Avail_off_hlth_prof)
TOBACCO_0000000365;Smoking cessation support is available in the community (see O_Avail_community)
TOBACCO_0000000366;Smoking cessation support is available in other settings (see O_Avail_other)
TOBACCO_0000000367;Nicotine replacement therapy - legally sold (see O_NRT_sold)
TOBACCO_0000000368;Nicotine replacement therapy - place available (see O_NRT_where)
TOBACCO_0000000369;Bupropion - legally sold (see O_Bup_sold)
TOBACCO_0000000370;Bupropion - place available (see O_Bup_where)
TOBACCO_0000000371;Varenicline - legally sold (see O_Varen_sold)
TOBACCO_0000000372;Varenicline - place available (see O_Varen_where)
TOBACCO_0000000386;Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging (see W2_pc_front_back_B)
TOBACCO_0000000387;Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging (see W3_pc_front_B)
TOBACCO_0000000388;Specific health warnings are mandated for other smoked tobacco packaging (see W15_specific_hw_B)
TOBACCO_0000000389;Number of health warnings approved by the law for other smoked tobacco packaging (see W16_number_hw_B)
TOBACCO_0000000390;Health warnings on other smoked tobacco packaging must be rotated (see W7_rotation_B)
TOBACCO_0000000391;Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging (see W4_pc_back_B)
TOBACCO_0000000392;Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale (see W11_outside_pack_B)
TOBACCO_0000000393;Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on  health (see W14_harm_effects_B)
TOBACCO_0000000394;Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging (see W6_font_B)
TOBACCO_0000000395;Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country (see W8_princ_langs_B)
TOBACCO_0000000396;Health warnings on other smoked tobacco packaging must include a photograph or graphic (see W10_graphic_B)
TOBACCO_0000000505;Year of survey of youth (M_svy_yr_youth)
TOBACCO_0000000506;Representativeness of youth survey (see M_svy_national_youth)
TOBACCO_0000000507;Repeating interval for survey of youth (years)
TOBACCO_MPOWER_E1_DIRECTADBANS;Tobacco Enforce bans: E1 direct advertising
TOBACCO_MPOWER_E2_INDIRECTADBANS;Tobacco Enforce bans: E2 indirect advertising
TOBACCO_MPOWER_E3_INDIRECTADBANSPLUS;Tobacco Enforce bans: E3 indirect advertising, additional bans
TOBACCO_MPOWER_M1_PREVALENCE;Tobacco Monitor: population-based national surveys, tobacco use and smoking, prevalence
TOBACCO_MPOWER_M1_TOBACCOUSESMOKING;Tobacco Monitor: population-based national surveys, tobacco use and smoking
TOBACCO_MPOWER_M2_PREVALENCE;Tobacco Monitor: population-based national surveys, smokeless tobacco or e-cigarettes, prevalence
TOBACCO_MPOWER_M2_SMOKELESSECIGARETTES;Tobacco Monitor: population-based national surveys, smokeless tobacco or e-cigarettes
TOBACCO_MPOWER_M3_PREVALENCE;Tobacco Monitor: school-based national surveys, tobacco use, tobacco smoking, and cigarette smoking, prevalence
TOBACCO_MPOWER_M3_TOBACCOUSESMOKINGSCHOOL;Tobacco Monitor: school-based national surveys, tobacco use, tobacco smoking, and cigarette smoking
TOBACCO_MPOWER_M4_PREVALENCE;Tobacco Monitor: school-based national surveys, smokeless tobacco or e-cigarettes, prevalence
TOBACCO_MPOWER_M4_SMOKELESSECIGARETTESSCHOOL;Tobacco Monitor: school-based national surveys, smokeless tobacco or e-cigarettes
TOBACCO_MPOWER_NTCP;Tobacco MPOWER: National tobacco control programmes (NTCP)
TOBACCO_MPOWER_O1_TREATMENTSUPPORT;Tobacco Offer help: O1 Support for treatment of tobacco dependence / Availability of smoking cessation support
TOBACCO_MPOWER_O2_MEDICATIONAVAILABILITY;Tobacco Offer help: O2 Availability of tobacco cessation medications
TOBACCO_MPOWER_OVERVIEW;Tobacco MPOWER overview: Monitor, Protect people, Offer help, Warn of dangers, Enforce bans, Raise taxes
TOBACCO_MPOWER_P1_SMOKEFREEPLACES;Tobacco MPOWER Protect people: P1 smoke-free places (national legislation)
TOBACCO_MPOWER_P2_SMOKEFREEPLACEDETAILS;Tobacco MPOWER Protect people: P2 smoke-free places, additional characteristics
TOBACCO_MPOWER_R_AFFORDABILITY;Tobacco Raise taxes: Affordability
TOBACCO_MPOWER_R_EARMARKED;Tobacco Raise taxes:  Reported use of earmarked tobacco taxes
TOBACCO_MPOWER_R_INFLATIONADJUSTEDPRICES;Tobacco Raise taxes: Inflation-adjusted prices for most sold brand of cigarettes
TOBACCO_MPOWER_R_PRICE;Tobacco Raise taxes: Retail price for tobacco and nicotine products
TOBACCO_MPOWER_R_TAX;Tobacco Raise taxes: National taxes for tobacco and nicotine products
TOBACCO_MPOWER_R_TAXADMINISTRATION;Tobacco Raise taxes: Tax administration
TOBACCO_MPOWER_R_TAXREVENUELATEST;Tobacco Raise taxes: Annual tax revenues from tobacco products, latest reporting period
TOBACCO_MPOWER_R_TAXREVENUEPREVIOUS;Tobacco Raise taxes: Annual tax revenues from tobacco products, previous reporting period
TOBACCO_MPOWER_R_TAXSTRUCTURE;Tobacco Raise taxes: Tobacco tax structure
TOBACCO_MPOWER_W1A_CIGARETTES;Tobacco Warning: W1a cigarette packaging health warnings
TOBACCO_MPOWER_W1B_TOBACCOSMOKED;Tobacco Warning: W1b smoked tobacco packaging health warnings
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS;Tobacco Warning: W1c smokeless tobacco packaging health warnings
TOBACCO_MPOWER_W2A_CIGARETTES;Tobacco Warning: W2a cigarette packaging health warnings, other characteristics
TOBACCO_MPOWER_W2B_TOBACCOSMOKED;Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics
TOBACCO_MPOWER_W2C_TOBACCOSMOKELESS;Tobacco Warning: W2c smokeless tobacco packaging health warnings, other characteristics
TOBACCO_MPOWER_W3_MASSMEDIA;Tobacco Warning: W3 anti-tobacco mass-media campaigns
TOTENV_1;Deaths attributable to the environment
TOTENV_10;Total environment  attributable DALYs per 100'000 children under 5 years
TOTENV_11;Deaths attributable to the environment in children under 5 years (%)
TOTENV_12;DALYs attributable to the environment in children under 5 years (%)
TOTENV_2;Age-standardized deaths attributable to the environment (per 100 000 population)
TOTENV_3;Disability-adjusted life years (DALYs) attributable to the environment
TOTENV_4;Age-standardized DALYs attributable to the environment (per 100 000 population)
TOTENV_5;Deaths attributable to the environment (%)
TOTENV_6;Disability-adjusted life years (DALYs) attributable to the environment (%)
TOTENV_7;Total environment attributable deaths ('000) in children under 5 years
TOTENV_70;Total environment attributable deaths in children under 5 years
TOTENV_8;Total environment  attributable deaths per 100'000 children under 5 years
TOTENV_9;Total environment attributable DALYs ('000) in children under 5 years
TOTENV_90;Total environment attributable DALYs  in children under 5 years
u5mr;Under-five mortality rate (deaths per 1000 live births)
UHC_AVAILABILITY_SCORE;Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%)
UHC_DATA_AVAIL_CODE;Data availability for UHC index of service coverage (ranking)
UHC_HRHSURGEONDENSITY;Surgeons (per 100 000)
UHC_IHR;Compliance with international health regulations
UHC_INDEX_ACTUAL;Index of Service Coverage (Actual)
UHC_INDEX_REPORTED;UHC Service Coverage Index (SDG 3.8.1)
UHC_NCD_FPG;Mean fasting plasma glucose
UHC_NCD_NONELEVBP;Prevalence of non-elevated blood pressure (%)
UHC_SCI_CAPACITY;UHC Service Coverage sub-index on service capacity and access
UHC_SCI_INFECT;UHC Service Coverage sub-index on infectious diseases
UHC_SCI_NCD;UHC Service Coverage sub-index on noncommunicable diseases
UHC_SCI_RMNCH;UHC Service Coverage sub-index on reproductive, maternal, newborn and child health
UHC_TB_DT;Tuberculosis detection and treatment
UHC_TOBACCONO;Prevalence of non-use of tobacco
UHCTRANSFATS;Best-practice policy implemented for industrially produced trans-fatty acids (TFA) (Y/N)
UNICEF_ORS;Children aged <5 years with diarrhoea receiving ORS (%)
UNICEF_PNCMOTHER;Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%)
UNICEF_PNCNEWBORN;Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%)
UV_1;UV radiation
UV_2;UV radiation attributable deaths
UV_3;UV radiation attributable DALYs ('000)
UV_4;UV radiation attributable deaths per 100'000 capita
UV_5;UV radiation attributable DALYs per 100'000 capita
uweight3;xxxxx for deletion: (child underweight, see uwgt5)
uweight5;xxxxx for deletion: (child underweight, see uwgt5)
uwgt5;xxxxx for deletion: (child underweight, see NUTUNDERWEIGHTPREV)
VACCINECOVERAGE_MENA_C;Meningococcal A conjugate (MENGA) vaccine immunization coverage (%)
VACCINECOVERAGE_YFV;Yellow fever vaccine (YFV) immunization coverage among 1-year olds (%)
VACCINEPREVENTABLE_WILDPOLIO;Number of reported cases of poliomyelitis by wild poliovirus (WPV)
vbcg;BCG immunization coverage among one-year-olds (%)
vdpt;DTP3 immunization coverage among one-year-olds (%)
vfull;Full immunization coverage among one-year-olds (%)
VIOLENCE_BULLIED;Bullied, past 30 days (%)
